epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,3135.18,2.01381,3.78536,2.54423,0.26304,0.07005,0.02539,0.00911,2.46476,4.27281,2.92895,0.000532187,0.000532187,0.000532187
14,3376.11,2.00549,3.68916,2.51702,0.26612,0.06037,0.02945,0.01041,2.43126,4.186,2.874,0.000524453,0.000524453,0.000524453
15,3622.49,1.98167,3.65346,2.49943,0.25049,0.05979,0.02282,0.00767,2.47852,4.3134,2.93852,0.000516719,0.000516719,0.000516719
16,3869.29,1.93838,3.54392,2.45667,0.26872,0.09486,0.03648,0.01252,2.41696,4.02338,2.87039,0.000508984,0.000508984,0.000508984
17,4319.69,1.9451,3.56017,2.47245,0.26155,0.09245,0.03861,0.01322,2.36098,3.86283,2.81153,0.00050125,0.00050125,0.00050125
18,5079.94,1.89986,3.48252,2.42357,0.29826,0.09323,0.04143,0.0146,2.36984,4.08382,2.81601,0.000493516,0.000493516,0.000493516
19,5799.24,1.87831,3.42589,2.41243,0.22288,0.11084,0.04672,0.01707,2.36285,4.07805,2.81486,0.000485781,0.000485781,0.000485781
20,6584.1,1.84914,3.37033,2.36108,0.3184,0.11871,0.05708,0.02239,2.30649,3.88767,2.75456,0.000478047,0.000478047,0.000478047
21,6820.13,1.85477,3.327,2.35925,0.26951,0.10826,0.05112,0.01937,2.32885,4.02318,2.76339,0.000470312,0.000470312,0.000470312
22,7066.58,1.81323,3.27244,2.33488,0.32638,0.11674,0.05948,0.02337,2.31359,3.88593,2.77221,0.000462578,0.000462578,0.000462578
23,7320.32,1.8249,3.24732,2.3351,0.26749,0.12554,0.06577,0.02717,2.28298,3.88277,2.70312,0.000454844,0.000454844,0.000454844
24,7577.03,1.7996,3.24759,2.32048,0.33788,0.10884,0.05958,0.02207,2.36402,4.06856,2.81682,0.000447109,0.000447109,0.000447109
25,7830.46,1.79867,3.20412,2.31727,0.2586,0.12636,0.0677,0.02735,2.25345,3.83745,2.69848,0.000439375,0.000439375,0.000439375
26,8076.84,1.75764,3.15053,2.27624,0.24638,0.12522,0.07471,0.03152,2.28099,3.80659,2.72951,0.000431641,0.000431641,0.000431641
27,8322.49,1.76007,3.14022,2.27154,0.27339,0.14098,0.08182,0.0343,2.24485,3.7516,2.66815,0.000423906,0.000423906,0.000423906
28,8569.38,1.76217,3.12951,2.26886,0.27544,0.13915,0.07853,0.03349,2.25303,3.76431,2.69025,0.000416172,0.000416172,0.000416172
29,8820.82,1.726,3.07039,2.24034,0.29037,0.13267,0.07614,0.02882,2.28855,3.82772,2.71387,0.000408438,0.000408438,0.000408438
30,9073.81,1.71967,3.0359,2.23692,0.29713,0.1216,0.08011,0.0318,2.26302,3.882,2.68488,0.000400703,0.000400703,0.000400703
31,9331.6,1.70001,2.97311,2.2251,0.31136,0.14946,0.08316,0.03455,2.24414,3.85825,2.6781,0.000392969,0.000392969,0.000392969
32,9832.6,1.70875,2.99043,2.236,0.28488,0.1511,0.09641,0.04196,2.21486,3.67656,2.65194,0.000385234,0.000385234,0.000385234
33,10726.8,1.6957,2.98905,2.2134,0.3053,0.14924,0.0968,0.04434,2.21124,3.7264,2.63962,0.0003775,0.0003775,0.0003775
34,11355,1.68828,2.92723,2.2096,0.30353,0.153,0.10488,0.04621,2.21746,3.63235,2.6379,0.000369766,0.000369766,0.000369766
35,21142.3,1.67531,2.93026,2.1935,0.25618,0.15344,0.09907,0.04536,2.18062,3.71325,2.60508,0.000362031,0.000362031,0.000362031
36,22000,1.66838,2.89469,2.17283,0.30381,0.16311,0.11029,0.04596,2.22524,3.69046,2.65701,0.000354297,0.000354297,0.000354297
37,22717.8,1.65743,2.87598,2.17575,0.33254,0.16434,0.11306,0.04923,2.20835,3.62289,2.64842,0.000346563,0.000346563,0.000346563
38,22962.2,1.64335,2.83359,2.17716,0.34098,0.14795,0.10849,0.04701,2.23979,3.83275,2.65526,0.000338828,0.000338828,0.000338828
39,23216.5,1.64014,2.84794,2.15825,0.27148,0.17882,0.12218,0.05741,2.16245,3.61242,2.57647,0.000331094,0.000331094,0.000331094
40,23469.8,1.63835,2.80962,2.16067,0.25499,0.17106,0.11489,0.05209,2.19634,3.57914,2.61136,0.000323359,0.000323359,0.000323359
41,23734.2,1.6217,2.8281,2.14769,0.25554,0.17885,0.11669,0.05186,2.19861,3.70433,2.62495,0.000315625,0.000315625,0.000315625
42,23994.4,1.6096,2.7717,2.13488,0.27992,0.17776,0.12336,0.05622,2.22006,3.74601,2.6447,0.000307891,0.000307891,0.000307891
43,24257,1.61186,2.7422,2.12708,0.25676,0.18096,0.12679,0.05804,2.17874,3.6866,2.60583,0.000300156,0.000300156,0.000300156
44,24520.1,1.61248,2.75439,2.13244,0.26511,0.1791,0.12688,0.05781,2.19993,3.64279,2.63784,0.000292422,0.000292422,0.000292422
45,24784.6,1.60411,2.71228,2.13739,0.27058,0.18342,0.12973,0.05984,2.2144,3.70726,2.63987,0.000284688,0.000284688,0.000284688
46,25040.1,1.60049,2.73665,2.12369,0.29506,0.17435,0.13053,0.0601,2.20282,3.68001,2.6367,0.000276953,0.000276953,0.000276953
47,25301.7,1.57677,2.68988,2.08628,0.25485,0.18588,0.13074,0.06184,2.17903,3.61837,2.60504,0.000269219,0.000269219,0.000269219
48,25564.4,1.5977,2.68401,2.10299,0.29358,0.18038,0.13765,0.06642,2.16767,3.57614,2.58835,0.000261484,0.000261484,0.000261484
49,25817,1.56215,2.63273,2.08032,0.28183,0.18352,0.13918,0.0666,2.15687,3.61466,2.58039,0.00025375,0.00025375,0.00025375
50,26068.7,1.5463,2.61447,2.05665,0.30236,0.19913,0.14514,0.06955,2.14983,3.53688,2.55767,0.000246016,0.000246016,0.000246016
51,26319.8,1.55082,2.60905,2.05099,0.29224,0.19678,0.14632,0.06803,2.17036,3.59539,2.58072,0.000238281,0.000238281,0.000238281
52,26574,1.56037,2.62537,2.0712,0.30717,0.19441,0.13974,0.06558,2.15708,3.54092,2.56434,0.000230547,0.000230547,0.000230547
53,26822.8,1.55104,2.58043,2.06912,0.28097,0.18666,0.14334,0.0678,2.17119,3.64822,2.58705,0.000222813,0.000222813,0.000222813
54,27078.2,1.56187,2.59561,2.07241,0.28277,0.19753,0.1519,0.07343,2.13949,3.50504,2.53887,0.000215078,0.000215078,0.000215078
55,27335.7,1.5289,2.53417,2.0556,0.29732,0.20172,0.1534,0.07549,2.14561,3.45613,2.55764,0.000207344,0.000207344,0.000207344
56,27597.8,1.53057,2.55728,2.03186,0.32234,0.20312,0.15319,0.07547,2.12532,3.56496,2.54335,0.000199609,0.000199609,0.000199609
57,27893.7,1.52751,2.53341,2.03981,0.31234,0.19624,0.15827,0.07857,2.14367,3.53459,2.55319,0.000191875,0.000191875,0.000191875
58,506.656,1.54937,2.55726,1.99574,0.27571,0.20147,0.14985,0.071,2.22133,3.49514,2.52001,0.000184141,0.000184141,0.000184141
59,979.019,1.53758,2.55033,2.00516,0.30451,0.19708,0.15315,0.07428,2.15003,3.48847,2.48602,0.000176406,0.000176406,0.000176406
60,170.121,1.44764,2.40532,1.91861,0.29296,0.20302,0.14691,0.0689,2.22608,3.49654,2.5401,0.000168672,0.000168672,0.000168672
61,352.09,1.45546,2.42114,1.93992,0.30001,0.20125,0.15399,0.07484,2.15348,3.51345,2.49587,0.000160938,0.000160938,0.000160938
62,534.889,1.55215,2.52829,2.01467,0.29908,0.2082,0.15693,0.07586,2.17597,3.45232,2.50787,0.000153203,0.000153203,0.000153203
63,731.798,1.5316,2.48707,1.98762,0.30271,0.20839,0.15666,0.07684,2.16702,3.39952,2.49698,0.000145469,0.000145469,0.000145469
64,931.877,1.53504,2.48598,1.98669,0.30124,0.20818,0.1584,0.07626,2.17393,3.36398,2.49658,0.000137734,0.000137734,0.000137734
65,1118.32,1.51678,2.47791,1.96792,0.31228,0.20792,0.15879,0.07701,2.17218,3.39454,2.49056,0.00013,0.00013,0.00013
66,1323.86,1.52388,2.47808,1.97254,0.31152,0.21074,0.16076,0.07889,2.15745,3.42402,2.48228,0.000122266,0.000122266,0.000122266
67,1529.31,1.51538,2.4633,1.96711,0.31587,0.21044,0.1647,0.0824,2.13468,3.37109,2.45037,0.000114531,0.000114531,0.000114531
68,1728.6,1.50799,2.44887,1.96278,0.3192,0.21726,0.16761,0.08322,2.14643,3.34857,2.4678,0.000106797,0.000106797,0.000106797
69,2155.83,1.5262,2.47516,1.97392,0.31806,0.21978,0.16847,0.0824,2.16447,3.39391,2.47557,9.90625e-05,9.90625e-05,9.90625e-05
70,2757.95,1.4868,2.43553,1.93875,0.32333,0.2196,0.16947,0.08337,2.1542,3.41107,2.47858,9.13281e-05,9.13281e-05,9.13281e-05
71,3486.77,1.30898,1.94891,1.83645,0.32433,0.21612,0.16544,0.08096,2.17896,3.39997,2.5097,8.35938e-05,8.35938e-05,8.35938e-05
72,4194.02,1.28216,1.85758,1.80426,0.35516,0.20998,0.17099,0.08343,2.17572,3.45364,2.50863,7.58594e-05,7.58594e-05,7.58594e-05
73,4508.91,1.27614,1.83001,1.80049,0.32765,0.2214,0.17582,0.08712,2.16031,3.46525,2.49547,6.8125e-05,6.8125e-05,6.8125e-05
74,4683.03,1.28544,1.82025,1.80017,0.31943,0.22862,0.16961,0.08357,2.16739,3.50667,2.49632,6.03906e-05,6.03906e-05,6.03906e-05
75,4856.59,1.25849,1.78095,1.77767,0.33647,0.2233,0.17455,0.08768,2.15038,3.50653,2.48424,5.26562e-05,5.26562e-05,5.26562e-05
76,5025.74,1.2636,1.77941,1.77584,0.35027,0.22961,0.17654,0.08776,2.14867,3.48327,2.47853,4.49219e-05,4.49219e-05,4.49219e-05
77,5204.07,1.25284,1.76142,1.77896,0.33249,0.2294,0.17777,0.08946,2.14817,3.49288,2.47724,3.71875e-05,3.71875e-05,3.71875e-05
78,5381.16,1.24618,1.74156,1.75682,0.33231,0.22918,0.1791,0.0892,2.14911,3.44503,2.48052,2.94531e-05,2.94531e-05,2.94531e-05
79,5580.92,1.25352,1.73186,1.76421,0.33732,0.23236,0.17934,0.08885,2.14144,3.45558,2.46662,2.17188e-05,2.17188e-05,2.17188e-05
80,6143.45,1.24777,1.73233,1.75147,0.34166,0.23035,0.17962,0.08923,2.14685,3.44972,2.47273,1.39844e-05,1.39844e-05,1.39844e-05
